sigma_0.2_time,sigma_0.2_strain,sigma_0.4_time,sigma_0.4_strain,sigma_0.6_time,sigma_0.6_strain,sigma_1.0_time,sigma_1.0_strain,sigma_3.0_time,sigma_3.0_strain
13.420000,4.253336,13.420000,2023.663337,13.420000,30805.180311,13.420000,237255.997441,13.420000,1801805.656760
13.430000,4.263116,13.430000,2043.968022,13.430000,31114.754576,13.430000,239640.445658,13.430000,1819914.099908
13.440000,4.272941,13.440000,2064.476735,13.440000,31427.440916,13.440000,242048.861711,13.440000,1838204.538801
13.450000,4.282810,13.450000,2085.191584,13.450000,31743.269883,13.450000,244481.478150,13.450000,1856678.786989
13.460000,4.292724,13.460000,2106.114640,13.460000,32062.272658,13.460000,246938.543606,13.460000,1875338.719668
13.470000,4.302683,13.470000,2127.247905,13.470000,32384.481622,13.470000,249420.304325,13.470000,1894186.188231
13.480000,4.312688,13.480000,2148.593592,13.480000,32709.928554,13.480000,251927.007589,13.480000,1913223.070905
13.490000,4.322739,13.490000,2170.153869,13.490000,33038.646825,13.490000,254458.904453,13.490000,1932451.266990
13.500000,4.332835,13.500000,2191.930751,13.500000,33370.668461,13.500000,257016.245135,13.500000,1951872.725326
13.510000,4.342979,13.510000,2213.926474,13.510000,33706.026676,13.510000,259599.285257,13.510000,1971489.368873
13.520000,4.353169,13.520000,2236.143308,13.520000,34044.755242,13.520000,262208.287867,13.520000,1991303.168451
13.530000,4.363406,13.530000,2258.583488,13.530000,34386.888951,13.530000,264843.512068,13.530000,2011316.081028
13.540000,4.373690,13.540000,2281.249083,13.540000,34732.459826,13.540000,267505.220221,13.540000,2031530.145428
13.550000,4.384022,13.550000,2304.142482,13.550000,35081.505172,13.550000,270193.678838,13.550000,2051947.354977
13.560000,4.394403,13.560000,2327.266018,13.560000,35434.057589,13.560000,272909.157137,13.560000,2072569.765133
13.570000,4.404831,13.570000,2350.621941,13.570000,35790.153557,13.570000,275651.928147,13.570000,2093399.437526
13.580000,4.415308,13.580000,2374.212602,13.580000,36149.828203,13.580000,278422.261006,13.580000,2114438.440931
13.590000,4.425835,13.590000,2398.040339,13.590000,36513.117434,13.590000,281220.436872,13.590000,2135688.906783
13.600000,4.436410,13.600000,2422.107495,13.600000,36880.058553,13.600000,284046.736768,13.600000,2157152.932855
13.610000,4.447035,13.610000,2446.416608,13.610000,37250.686274,13.610000,286901.438967,13.610000,2178832.664697
13.620000,4.457710,13.620000,2470.969989,13.620000,37625.040061,13.620000,289784.832418,13.620000,2200730.291928
13.630000,4.468436,13.630000,2495.770166,13.630000,38003.155377,13.630000,292697.206801,13.630000,2222848.006166
13.640000,4.479212,13.640000,2520.819568,13.640000,38385.071281,13.640000,295638.847049,13.640000,2245187.997224
13.650000,4.490039,13.650000,2546.120706,13.650000,38770.825561,13.650000,298610.054290,13.650000,2267752.499731
13.660000,4.500917,13.660000,2571.676193,13.660000,39160.456414,13.660000,301611.123490,13.660000,2290543.787463
13.670000,4.511848,13.670000,2597.488400,13.670000,39554.002649,13.670000,304642.351614,13.670000,2313564.136819
13.680000,4.522830,13.680000,2623.560118,13.680000,39951.505162,13.680000,307704.045198,13.680000,2336815.832678
13.690000,4.533864,13.690000,2649.893807,13.690000,40353.001272,13.690000,310796.510099,13.690000,2360301.217669
13.700000,4.544952,13.700000,2676.492223,13.700000,40758.534133,13.700000,313920.054145,13.700000,2384022.632963
13.710000,4.556093,13.710000,2703.357875,13.710000,41168.141667,13.710000,317074.986812,13.710000,2407982.460767
13.720000,4.567287,13.720000,2730.493626,13.720000,41581.866349,13.720000,320261.631060,13.720000,2432183.070869
13.730000,4.578535,13.730000,2757.902070,13.730000,41999.748422,13.730000,323480.299211,13.730000,2456626.918866
13.740000,4.589837,13.740000,2785.585885,13.740000,42421.830547,13.740000,326731.316117,13.740000,2481316.424190
13.750000,4.601194,13.750000,2813.547973,13.750000,42848.155051,13.750000,330015.011329,13.750000,2506254.059398
13.760000,4.612606,13.760000,2841.791105,13.760000,43278.763428,13.760000,333331.699859,13.760000,2531442.326578
13.770000,4.624073,13.770000,2870.318048,13.770000,43713.699783,13.770000,336681.725132,13.770000,2556883.740005
13.780000,4.635596,13.780000,2899.131781,13.780000,44153.007424,13.780000,340065.422483,13.780000,2582580.855745
13.790000,4.647175,13.790000,2928.235012,13.790000,44596.730939,13.790000,343483.121203,13.790000,2608536.214635
13.800000,4.658811,13.800000,2957.630776,13.800000,45044.912361,13.800000,346935.172933,13.800000,2634752.436683
13.810000,4.670503,13.810000,2987.322000,13.810000,45497.599538,13.810000,350421.914385,13.810000,2661232.126760
13.820000,4.682253,13.820000,3017.311531,13.820000,45954.835449,13.820000,353943.701802,13.820000,2687977.950051
13.830000,4.694061,13.830000,3047.602499,13.830000,46416.666389,13.830000,357500.881092,13.830000,2714992.573226
13.840000,4.705927,13.840000,3078.197898,13.840000,46883.140167,13.840000,361093.813128,13.840000,2742278.711001
13.850000,4.717852,13.850000,3109.100791,13.850000,47354.301408,13.850000,364722.850785,13.850000,2769839.058881
13.860000,4.729835,13.860000,3140.314260,13.860000,47830.196651,13.860000,368388.364769,13.860000,2797676.397742
13.870000,4.741878,13.870000,3171.841472,13.870000,48310.875577,13.870000,372090.715799,13.870000,2825793.507248
13.880000,4.753981,13.880000,3203.685526,13.880000,48796.385729,13.880000,375830.276611,13.880000,2854193.183280
13.890000,4.766144,13.890000,3235.849663,13.890000,49286.776148,13.890000,379607.421723,13.890000,1000000.000000
13.900000,4.778367,13.900000,3268.336963,13.900000,49782.093147,13.900000,383422.523551,13.900000,1000000.000000
13.910000,4.790652,13.910000,3301.150790,13.910000,50282.389902,13.910000,387275.971414,13.910000,1000000.000000
13.920000,4.802998,13.920000,3334.294446,13.920000,50787.714279,13.920000,391168.143607,13.920000,1000000.000000
13.930000,4.815407,13.930000,3367.771117,13.930000,51298.116887,13.930000,395099.434487,13.930000,1000000.000000
13.940000,4.827877,13.940000,3401.584223,13.940000,51813.649083,13.940000,399070.241671,13.940000,1000000.000000
13.950000,4.840411,13.950000,3435.737264,13.950000,52334.361696,13.950000,403080.949260,13.950000,1000000.000000
13.960000,4.853008,13.960000,3470.233500,13.960000,52860.308633,13.960000,407131.968131,13.960000,1000000.000000
13.970000,4.865669,13.970000,3505.076421,13.970000,53391.541698,13.970000,411223.692440,13.970000,1000000.000000
13.980000,4.878394,13.980000,3540.269423,13.980000,53928.113977,13.980000,415356.551413,13.980000,1000000.000000
13.990000,4.891183,13.990000,3575.816294,13.990000,54470.076791,13.990000,419530.941576,13.990000,1000000.000000
14.000000,4.904038,14.000000,3611.720350,14.000000,55017.489063,14.000000,423747.285171,14.000000,1000000.000000
14.010000,4.916959,14.010000,3647.985263,14.010000,55570.400373,14.010000,428006.000185,14.010000,1000000.000000
14.020000,4.929945,14.020000,3684.614659,14.020000,56128.870539,14.020000,432307.515919,14.020000,1000000.000000
14.030000,4.942998,14.030000,3721.612097,14.030000,56692.953178,14.030000,436652.270577,14.030000,1000000.000000
14.040000,4.956119,14.040000,3758.981436,14.040000,57262.703263,14.040000,441040.685632,14.040000,1000000.000000
14.050000,4.969307,14.050000,3796.726258,14.050000,57838.181504,14.050000,445473.199577,14.050000,1000000.000000
14.060000,4.982563,14.060000,3834.850539,14.060000,58419.441709,14.060000,449950.266923,14.060000,1000000.000000
14.070000,4.995888,14.070000,3873.357918,14.070000,59006.545996,14.070000,454472.332832,14.070000,1000000.000000
14.080000,5.009281,14.080000,3912.252336,14.080000,59599.548106,14.080000,459039.842955,14.080000,1000000.000000
14.090000,5.022745,14.090000,3951.537620,14.090000,60198.512217,14.090000,463653.257138,14.090000,1000000.000000
14.100000,5.036278,14.100000,3991.217738,14.100000,60803.494293,14.100000,468313.033185,14.100000,1000000.000000
14.110000,5.049882,14.110000,4031.296641,14.110000,61414.557589,14.110000,473019.642995,14.110000,1000000.000000
14.120000,5.063557,14.120000,4071.778287,14.120000,62031.761795,14.120000,477773.557287,14.120000,1000000.000000
14.130000,5.077304,14.130000,4112.666925,14.130000,62655.169470,14.130000,482575.246512,14.130000,1000000.000000
14.140000,5.091124,14.140000,4153.966290,14.140000,63284.842452,14.140000,487425.194380,14.140000,1000000.000000
14.150000,5.105016,14.150000,4195.681022,14.150000,63920.843252,14.150000,492323.885654,14.150000,1000000.000000
14.160000,5.118981,14.160000,4237.814764,14.160000,64563.236298,14.160000,497271.808212,14.160000,1000000.000000
14.170000,5.133020,14.170000,4280.371975,14.170000,65212.083563,14.170000,502269.461619,14.170000,1000000.000000
14.180000,5.147133,14.180000,4323.356820,14.180000,65867.454188,14.180000,507317.341554,14.180000,1000000.000000
14.190000,5.161322,14.190000,4366.773926,14.190000,66529.411486,14.190000,512415.954327,14.190000,1000000.000000
14.200000,5.175586,14.200000,4410.627185,14.200000,67198.020219,14.200000,517565.801755,14.200000,1000000.000000
14.210000,5.189926,14.210000,4454.921130,14.210000,67873.348823,14.210000,522767.412237,14.210000,1000000.000000
14.220000,5.204343,14.220000,4499.660521,14.220000,68555.465759,14.220000,528021.298132,14.220000,1000000.000000
14.230000,5.218837,14.230000,4544.849256,14.230000,69244.436263,14.230000,533327.988625,14.230000,1000000.000000
14.240000,5.233409,14.240000,4590.492296,14.240000,69940.331922,14.240000,538688.013557,14.240000,1000000.000000
14.250000,5.248059,14.250000,4636.593924,14.250000,70643.221828,14.250000,544101.904144,14.250000,1000000.000000
14.260000,5.262788,14.260000,4683.158956,14.260000,71353.175252,14.260000,549570.201428,14.260000,1000000.000000
14.270000,5.277597,14.270000,4730.192024,14.270000,72070.266238,14.270000,555093.466351,14.270000,1000000.000000
14.280000,5.292486,14.280000,4777.697814,14.280000,72794.560257,14.280000,560672.234872,14.280000,1000000.000000
14.290000,5.307457,14.290000,4825.680830,14.290000,73526.135985,14.290000,566307.066322,14.290000,1000000.000000
14.300000,5.322508,14.300000,4874.146190,14.300000,74265.063504,14.300000,571998.531411,14.300000,1000000.000000
14.310000,5.337642,14.310000,4923.098900,14.310000,75011.417888,14.310000,577747.203493,14.310000,1000000.000000
14.320000,5.352858,14.320000,4972.543273,14.320000,75765.272013,14.320000,583553.647576,14.320000,1000000.000000
14.330000,5.368158,14.330000,5022.484650,14.330000,76526.703916,14.330000,589418.447548,14.330000,1000000.000000
14.340000,5.383542,14.340000,5072.927919,14.340000,77295.788528,14.340000,595342.182307,14.340000,1000000.000000
14.350000,5.399010,14.350000,5123.878326,14.350000,78072.602422,14.350000,601325.455178,14.350000,1000000.000000
14.360000,5.414564,14.360000,5175.340500,14.360000,78857.221461,14.360000,607368.870612,14.360000,1000000.000000
14.370000,5.430203,14.370000,5227.319968,14.370000,79649.728344,14.370000,613473.010798,14.370000,1000000.000000
14.380000,5.445930,14.380000,5279.821924,14.380000,80450.198193,14.380000,619638.503502,14.380000,1000000.000000
14.390000,5.461743,14.390000,5332.851704,14.390000,81258.713399,14.390000,625865.964399,14.390000,1000000.000000
14.400000,5.477645,14.400000,5386.414178,14.400000,82075.354487,14.400000,632156.007359,14.400000,1000000.000000
14.410000,5.493635,14.410000,5440.514970,14.410000,82900.203703,14.410000,638509.265367,14.410000,1000000.000000
14.420000,5.509715,14.420000,5495.159710,14.420000,83733.342984,14.420000,644926.377754,14.420000,1000000.000000
14.430000,5.525885,14.430000,5550.353316,14.430000,84574.854111,14.430000,651407.981017,14.430000,1000000.000000
14.440000,5.542146,14.440000,5606.102003,14.440000,85424.822051,14.440000,657954.729685,14.440000,1000000.000000
14.450000,5.558498,14.450000,5662.410636,14.450000,86283.333589,14.450000,664567.269222,14.450000,1000000.000000
14.460000,5.574942,14.460000,5719.285430,14.460000,87150.473769,14.460000,671246.263432,14.460000,1000000.000000
14.470000,5.591479,14.470000,5776.731642,14.470000,88026.327821,14.470000,677992.392534,14.470000,1000000.000000
14.480000,5.608110,14.480000,5834.755197,14.480000,88910.986113,14.480000,684806.319966,14.480000,1000000.000000
14.490000,5.624836,14.490000,5893.361947,14.490000,89804.533647,14.490000,691688.720506,14.490000,1000000.000000
14.500000,5.641657,14.500000,5952.557798,14.500000,90707.061067,14.500000,698640.290759,14.500000,1000000.000000
14.510000,5.658573,14.510000,6012.348497,14.510000,91618.661297,14.510000,705661.731285,14.510000,1000000.000000
14.520000,5.675587,14.520000,6072.740025,14.520000,92539.421482,14.520000,712753.732789,14.520000,1000000.000000
14.530000,5.692697,14.530000,6133.738503,14.530000,93469.436280,14.530000,719917.022181,14.530000,1000000.000000
14.540000,5.709906,14.540000,6195.350088,14.540000,94408.796930,14.540000,727152.292560,14.540000,1000000.000000
14.550000,5.727215,14.550000,6257.580926,14.550000,95357.599667,14.550000,734460.272536,14.550000,1000000.000000
14.560000,5.744623,14.560000,6320.437322,14.560000,96315.937010,14.560000,741841.709208,14.560000,1000000.000000
14.570000,5.762131,14.570000,6383.925070,14.570000,97283.904436,14.570000,749297.335053,14.570000,1000000.000000
14.580000,5.779742,14.580000,6448.051328,14.580000,98261.602712,14.580000,756827.878585,14.580000,1000000.000000
14.590000,5.797454,14.590000,6512.821628,14.590000,99249.125496,14.590000,764434.112893,14.590000,1000000.000000
14.600000,5.815270,14.600000,6578.243113,14.600000,100246.573765,14.600000,772116.790324,14.600000,1000000.000000
14.610000,5.833189,14.610000,6644.321965,14.610000,101254.044342,14.610000,779876.683723,14.610000,1000000.000000
14.620000,5.851214,14.620000,6711.065241,14.620000,102271.642169,14.620000,787714.562536,14.620000,1000000.000000
14.630000,5.869344,14.630000,6778.478946,14.630000,103299.468355,14.630000,795631.201966,14.630000,1000000.000000
14.640000,5.887580,14.640000,6846.570321,14.640000,104337.622716,14.640000,803627.424292,14.640000,1000000.000000
14.650000,5.905924,14.650000,6915.346100,14.650000,105386.210129,14.650000,811703.998326,14.650000,1000000.000000
14.660000,5.924376,14.660000,6984.812724,14.660000,106445.338524,14.660000,819861.747212,14.660000,1000000.000000
14.670000,5.942938,14.670000,7054.978009,14.670000,107515.107145,14.670000,828101.479666,14.670000,1000000.000000
14.680000,5.961609,14.680000,7125.848127,14.680000,108595.632384,14.680000,836424.028965,14.680000,1000000.000000
14.690000,5.980392,14.690000,7197.430508,14.690000,109687.011494,14.690000,844830.210579,14.690000,1000000.000000
14.700000,5.999286,14.700000,7269.732462,14.700000,110789.364759,14.700000,853320.879273,14.700000,1000000.000000
14.710000,6.018293,14.710000,7342.760817,14.710000,111902.791595,14.710000,861896.880788,14.710000,1000000.000000
14.720000,6.037414,14.720000,7416.523565,14.720000,113027.413329,14.720000,870559.081672,14.720000,1000000.000000
14.730000,6.056649,14.730000,7491.027023,14.730000,114163.334550,14.730000,879308.330494,14.730000,1000000.000000
14.740000,6.076001,14.740000,7566.279718,14.740000,115310.673841,14.740000,888145.517137,14.740000,1000000.000000
14.750000,6.095468,14.750000,7642.288614,14.750000,116469.541625,14.750000,897071.511200,14.750000,1000000.000000
14.760000,6.115054,14.760000,7719.061450,14.760000,117640.056670,14.760000,906087.219807,14.760000,1000000.000000
14.770000,6.134758,14.770000,7796.605753,14.770000,118822.336944,14.770000,915193.535417,14.770000,1000000.000000
14.780000,6.154581,14.780000,7874.929264,14.780000,120016.500380,14.780000,924391.358345,14.780000,1000000.000000
14.790000,6.174525,14.790000,7954.040387,14.790000,121222.663693,14.790000,933681.635601,14.790000,1000000.000000
14.800000,6.194590,14.800000,8033.946058,14.800000,122440.950932,14.800000,943065.276685,14.800000,1000000.000000
14.810000,6.214778,14.810000,8114.655255,14.810000,123671.480614,14.810000,952543.228927,14.810000,1000000.000000
14.820000,6.235090,14.820000,8196.175376,14.820000,124914.376693,14.820000,962116.440270,14.820000,1000000.000000
14.830000,6.255527,14.830000,8278.514786,14.830000,126169.762931,14.830000,971785.851260,14.830000,1000000.000000
14.840000,6.276089,14.840000,8361.681877,14.840000,127437.769994,14.840000,981552.453494,14.840000,1000000.000000
14.850000,6.296777,14.850000,8445.684380,14.850000,128718.515351,14.850000,991417.201996,14.850000,1000000.000000
14.860000,6.317594,14.860000,8530.531434,14.860000,130012.135485,14.860000,1001381.104714,14.860000,1000000.000000
14.870000,6.338540,14.870000,8616.231232,14.870000,131318.759993,14.870000,1011445.127621,14.870000,1000000.000000
14.880000,6.359615,14.880000,8702.792621,14.880000,132638.511534,14.880000,1021610.320793,14.880000,1000000.000000
14.890000,6.380822,14.890000,8790.223659,14.890000,133971.530129,14.890000,1031877.649145,14.890000,1000000.000000
14.900000,6.402161,14.900000,8878.533309,14.900000,135317.940841,14.900000,1042248.183070,14.900000,1000000.000000
14.910000,6.423634,14.910000,8967.730372,14.910000,136677.886307,14.910000,1052722.939785,14.910000,1000000.000000
14.920000,6.445241,14.920000,9057.824024,14.920000,138051.500984,14.920000,1063302.961966,14.920000,1000000.000000
14.930000,6.466983,14.930000,9148.823234,14.930000,139438.920270,14.930000,1073989.328816,14.930000,1000000.000000
14.940000,6.488863,14.940000,9240.736734,14.940000,140840.282591,14.940000,1084783.084688,14.940000,1000000.000000
14.950000,6.510881,14.950000,9333.574419,14.950000,142255.725952,14.950000,1095685.323542,14.950000,1000000.000000
14.960000,6.533038,14.960000,9427.345093,14.960000,143685.399466,14.960000,1106697.129346,14.960000,1000000.000000
14.970000,6.555335,14.970000,9522.057665,14.970000,145129.437011,14.970000,1117819.599613,14.970000,1000000.000000
14.980000,6.577774,14.980000,9617.722626,14.980000,146587.990708,14.980000,1129053.862980,14.980000,1000000.000000
14.990000,6.600356,14.990000,9714.348771,14.990000,148061.201052,14.990000,1140401.034698,14.990000,1000000.000000
15.000000,6.623082,15.000000,9811.946097,15.000000,149549.219073,15.000000,1151862.239311,15.000000,1000000.000000
15.010000,6.645953,15.010000,9910.524428,15.010000,151052.190652,15.010000,1163438.640738,15.010000,1000000.000000
15.020000,6.668971,15.020000,10010.093372,15.020000,152570.268316,15.020000,1175131.367586,15.020000,1000000.000000
15.030000,6.692137,15.030000,10110.662556,15.030000,154103.602474,15.030000,1186941.628877,15.030000,1000000.000000
15.040000,6.715453,15.040000,10212.243032,15.040000,155652.348681,15.040000,1198870.579770,15.040000,1000000.000000
15.050000,6.738919,15.050000,10314.844642,15.050000,157216.659249,15.050000,1210919.415811,15.050000,1000000.000000
15.060000,6.762536,15.060000,10418.476972,15.060000,158796.688544,15.060000,1223089.340256,15.060000,1000000.000000
15.070000,6.786307,15.070000,10523.150633,15.070000,160392.601242,15.070000,1235381.582053,15.070000,1000000.000000
15.080000,6.810232,15.080000,10628.876519,15.080000,162004.549702,15.080000,1247797.358398,15.080000,1000000.000000
15.090000,6.834314,15.090000,10735.664982,15.090000,163632.701866,15.090000,1260337.909133,15.090000,1000000.000000
15.100000,6.858553,15.100000,10843.526613,15.100000,165277.216720,15.100000,1273004.518977,15.100000,1000000.000000
15.110000,6.882950,15.110000,10952.472660,15.110000,166938.256794,15.110000,1285798.397576,15.110000,1000000.000000
15.120000,6.907508,15.120000,11062.513191,15.120000,168615.993813,15.120000,1298720.873557,15.120000,1000000.000000
15.130000,6.932227,15.130000,11173.659732,15.130000,170310.590654,15.130000,1311773.235455,15.130000,1000000.000000
15.140000,6.957109,15.140000,11285.923459,15.140000,172022.218252,15.140000,1324956.760653,15.140000,1000000.000000
15.150000,6.982155,15.150000,11399.315471,15.150000,173751.044188,15.150000,1338272.787724,15.150000,1000000.000000
15.160000,7.007368,15.160000,11513.846799,15.160000,175497.249590,15.160000,1351722.640731,15.160000,1000000.000000
15.170000,7.032747,15.170000,11629.529374,15.170000,177261.006785,15.170000,1365307.657769,15.170000,1000000.000000
15.180000,7.058296,15.180000,11746.374805,15.180000,179042.487458,15.180000,1379029.216954,15.180000,1000000.000000
15.190000,7.084015,15.190000,11864.394329,15.190000,180841.872680,15.190000,1392888.667858,15.190000,1000000.000000
15.200000,7.109906,15.200000,11983.599836,15.200000,182659.340869,15.200000,1406887.423111,15.200000,1000000.000000
15.210000,7.135971,15.210000,12104.003429,15.210000,184495.070954,15.210000,1421026.867000,15.210000,1000000.000000
15.220000,7.162210,15.220000,12225.617154,15.220000,186349.258006,15.220000,1435308.408319,15.220000,1000000.000000
15.230000,7.188627,15.230000,12348.453297,15.230000,188222.075935,15.230000,1449733.485149,15.230000,1000000.000000
15.240000,7.215221,15.240000,12472.523914,15.240000,190113.716998,15.240000,1464303.541578,15.240000,1000000.000000
15.250000,7.241995,15.250000,12597.841267,15.250000,192024.370044,15.250000,1479020.014349,15.250000,1000000.000000
15.260000,7.268951,15.260000,12724.418155,15.260000,193954.222925,15.260000,1493884.391767,15.260000,1000000.000000
15.270000,7.296090,15.270000,12852.267582,15.270000,195903.472092,15.270000,1508898.170037,15.270000,1000000.000000
15.280000,7.323414,15.280000,12981.401236,15.280000,197872.313335,15.280000,1524062.847873,15.280000,1000000.000000
15.290000,7.350924,15.290000,13111.832663,15.290000,199860.941999,15.290000,1539379.903545,15.290000,1000000.000000
15.300000,7.378623,15.300000,13243.575606,15.300000,201869.555720,15.300000,1554850.916088,15.300000,1000000.000000
15.310000,7.406511,15.310000,13376.641974,15.310000,203898.358017,15.310000,1570477.421141,15.310000,1000000.000000
15.320000,7.434591,15.320000,13511.046052,15.320000,205947.545200,15.320000,1586260.990171,15.320000,1000000.000000
15.330000,7.462865,15.330000,13646.800991,15.330000,208017.332440,15.330000,1602203.155092,15.330000,1000000.000000
15.340000,7.491334,15.340000,13783.919942,15.340000,210107.920508,15.340000,1618305.535720,15.340000,1000000.000000
15.350000,7.520000,15.350000,13922.417620,15.350000,212219.512163,15.350000,1634569.768388,15.350000,1000000.000000
15.360000,7.548864,15.360000,14062.306447,15.360000,214352.332564,15.360000,1650997.445129,15.360000,1000000.000000
15.370000,7.577930,15.370000,14203.601618,15.370000,216506.590547,15.370000,1667590.247778,15.370000,1000000.000000
15.380000,7.607197,15.380000,14346.316256,15.380000,218682.493702,15.380000,1684349.799550,15.380000,1000000.000000
15.390000,7.636670,15.390000,14490.465869,15.390000,220880.266840,15.390000,1701277.778192,15.390000,1000000.000000
15.400000,7.666348,15.400000,14636.064338,15.400000,223100.126939,15.400000,1718375.892610,15.400000,1000000.000000
15.410000,7.696235,15.410000,14783.125393,15.410000,225342.298183,15.410000,1735645.838144,15.410000,1000000.000000
15.420000,7.726332,15.420000,14931.664930,15.420000,227607.001499,15.420000,1753089.356853,15.420000,1000000.000000
15.430000,7.756642,15.430000,15081.696944,15.430000,229894.471844,15.430000,1770708.170519,15.430000,1000000.000000
15.440000,7.787165,15.440000,15233.237074,15.440000,232204.925421,15.440000,1788504.077706,15.440000,1000000.000000
15.450000,7.817904,15.450000,15386.300500,15.450000,234538.599837,15.450000,1806478.838553,15.450000,1000000.000000
15.460000,7.848862,15.460000,15540.901618,15.460000,236895.732366,15.460000,1824634.221435,15.460000,1000000.000000
15.470000,7.880040,15.470000,15697.057079,15.470000,239276.551786,15.470000,1842972.099667,15.470000,1000000.000000
15.480000,7.911440,15.480000,15854.781507,15.480000,241681.301476,15.480000,1861494.270476,15.480000,1000000.000000
15.490000,7.943065,15.490000,16014.090695,15.490000,244110.215508,15.490000,1880202.568364,15.490000,1000000.000000
15.500000,7.974916,15.500000,16175.001673,15.500000,246563.542517,15.500000,1899098.918012,15.500000,1000000.000000
15.510000,8.006996,15.510000,16337.529580,15.510000,249041.522449,15.510000,1918185.171886,15.510000,1000000.000000
15.520000,8.039306,15.520000,16501.690750,15.520000,251544.411762,15.520000,1937463.232542,15.520000,1000000.000000
15.530000,8.071850,15.530000,16667.502235,15.530000,254072.448200,15.530000,1956935.033830,15.530000,1000000.000000
15.540000,8.104629,15.540000,16834.979965,15.540000,256625.898661,15.540000,1976602.580904,15.540000,1000000.000000
15.550000,8.137645,15.550000,17004.140532,15.550000,259205.006523,15.550000,1996467.718067,15.550000,1000000.000000
15.560000,8.170901,15.560000,17175.001841,15.560000,261810.041924,15.560000,2016532.538417,15.560000,1000000.000000
15.570000,8.204399,15.570000,17347.579774,15.570000,264441.251737,15.570000,2036799.022745,15.570000,1000000.000000
15.580000,8.238141,15.580000,17521.892368,15.580000,267098.908616,15.580000,2057269.187634,15.580000,1000000.000000
15.590000,8.272130,15.590000,17697.957300,15.590000,269783.273430,15.590000,2077945.072576,15.590000,1000000.000000
15.600000,8.306368,15.600000,17875.790992,15.600000,272494.615612,15.600000,2098828.757159,15.600000,1000000.000000
15.610000,8.340857,15.610000,18055.411866,15.610000,275233.211267,15.610000,2119922.313636,15.610000,1000000.000000
15.620000,8.375600,15.620000,18236.838570,15.620000,277999.333082,15.620000,2141227.885498,15.620000,1000000.000000
15.630000,8.410599,15.630000,18420.088647,15.630000,280793.248773,15.630000,2162747.559614,15.630000,1000000.000000
15.640000,8.445857,15.640000,18605.179753,15.640000,283615.242147,15.640000,2184483.543230,15.640000,1000000.000000
15.650000,8.481376,15.650000,18792.131492,15.650000,286465.608102,15.650000,2206437.938923,15.650000,1000000.000000
15.660000,8.517160,15.660000,18980.962100,15.660000,289344.607402,15.660000,2228612.997365,15.660000,1000000.000000
15.670000,8.553209,15.670000,19171.690342,15.670000,292252.546733,15.670000,2251010.908052,15.670000,1000000.000000
15.680000,8.589527,15.680000,19364.335447,15.680000,295189.712959,15.680000,2273633.947949,15.680000,1000000.000000
15.690000,8.626117,15.690000,19558.916672,15.690000,298156.400682,15.690000,2296484.320747,15.690000,1000000.000000
15.700000,8.662980,15.700000,19755.453608,15.700000,301152.899206,15.700000,2319564.355913,15.700000,1000000.000000
15.710000,8.700121,15.710000,19953.965586,15.710000,304179.510113,15.710000,2342876.356053,15.710000,1000000.000000
15.720000,8.737540,15.720000,20154.473159,15.720000,307236.539942,15.720000,2366422.667507,15.720000,1000000.000000
15.730000,8.775243,15.730000,20356.995319,15.730000,310324.295191,15.730000,2390205.594545,15.730000,1000000.000000
15.740000,8.813230,15.740000,20561.552968,15.740000,313443.087758,15.740000,2414227.502372,15.740000,1000000.000000
15.750000,8.851504,15.750000,20768.166651,15.750000,316593.217664,15.750000,2438490.889899,15.750000,1000000.000000
15.760000,8.890070,15.760000,20976.856619,15.760000,319775.009728,15.760000,2462998.111293,15.760000,1000000.000000
15.770000,8.928928,15.770000,21187.643557,15.770000,322988.781320,15.770000,2487751.663286,15.770000,1000000.000000
15.780000,8.968083,15.780000,21400.549777,15.780000,326234.848893,15.780000,2512753.940640,15.780000,1000000.000000
15.790000,9.007537,15.790000,21615.595593,15.790000,329513.546406,15.790000,2538007.540937,15.790000,1000000.000000
15.800000,9.047294,15.800000,21832.802593,15.800000,332825.186745,15.800000,2563514.915997,15.800000,1000000.000000
15.810000,9.087355,15.810000,22052.192212,15.810000,336170.116971,15.810000,2589278.679509,15.810000,1000000.000000
15.820000,9.127724,15.820000,22273.786453,15.820000,339548.658195,15.820000,2615301.348401,15.820000,1000000.000000
15.830000,9.168405,15.830000,22497.608788,15.830000,342961.152203,15.830000,2641585.556720,15.830000,1000000.000000
15.840000,9.209400,15.840000,22723.680382,15.840000,346407.956255,15.840000,2668133.930507,15.840000,1000000.000000
15.850000,9.250712,15.850000,22952.022954,15.850000,349889.390808,15.850000,2694949.075647,15.850000,1000000.000000
15.860000,9.292345,15.860000,23182.661375,15.860000,353405.813631,15.860000,2722033.753753,15.860000,1000000.000000
15.870000,9.334301,15.870000,23415.617783,15.870000,356957.578878,15.870000,2749390.646935,15.870000,1000000.000000
15.880000,9.376584,15.880000,23650.915338,15.880000,360545.035951,15.880000,2777022.444864,15.880000,1000000.000000
15.890000,9.419197,15.890000,23888.577260,15.890000,364168.550594,15.890000,2804931.966353,15.890000,1000000.000000
15.900000,9.462144,15.900000,24128.627291,15.900000,367828.488174,15.900000,2833122.013419,15.900000,1000000.000000
15.910000,9.505427,15.910000,24371.091216,15.910000,371525.199571,15.910000,2861595.356180,15.910000,1000000.000000
